			3389-Left	3389-Right
557.	 79.2 	 C3 - 5.0 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
558.	 79.2 	 C1 - 2.5 mA	 C2 - 3.0 mA 	 (0.99 / 1.00) 
559.	 79.1 	 C1 - 5.5 mA	 C3 - 3.5 mA 	 (0.92 / 1.00) 
560.	 79.1 	 C1 - 1.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
561.	 79.1 	 C1 - 2.5 mA	 C2 - 4.0 mA 	 (0.99 / 1.00) 
562.	 79.1 	 C3 - 2.0 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
563.	 79.1 	 C2 - 4.0 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
564.	 79.1 	 C2 - 4.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
565.	 79.1 	 C2 - 1.5 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
566.	 79.1 	 C0 - 5.0 mA	 C3 - 2.5 mA 	 (0.66 / 1.00) 
567.	 79.0 	 C2 - 4.0 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
568.	 79.0 	 C1 - 5.5 mA	 C3 - 3.0 mA 	 (0.92 / 1.00) 
569.	 79.0 	 C1 - 3.0 mA	 C2 - 2.0 mA 	 (0.99 / 1.00) 
570.	 79.0 	 C2 - 3.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
571.	 79.0 	 C0 - 2.5 mA	 C2 - 4.5 mA 	 (0.76 / 1.00) 
572.	 79.0 	 C2 - 4.0 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
573.	 78.9 	 C1 - 2.5 mA	 C2 - 2.5 mA 	 (0.99 / 1.00) 
574.	 78.9 	 C3 - 1.5 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
575.	 78.9 	 C2 - 3.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
576.	 78.9 	 C0 - 4.5 mA	 C3 - 1.5 mA 	 (0.67 / 1.00) 
577.	 78.8 	 C3 - 4.5 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
578.	 78.8 	 C2 - 4.0 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
579.	 78.8 	 C1 - 2.5 mA	 C2 - 3.5 mA 	 (0.99 / 1.00) 
580.	 78.7 	 C2 - 4.0 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
581.	 78.7 	 C1 - 5.0 mA	 C3 - 2.0 mA 	 (0.94 / 1.00) 
582.	 78.7 	 C3 - 4.0 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
583.	 78.7 	 C0 - 3.5 mA	 C2 - 1.5 mA 	 (0.71 / 1.00) 
584.	 78.7 	 C1 - 4.0 mA	 C3 - 1.5 mA 	 (0.96 / 1.00) 
585.	 78.7 	 C0 - 3.0 mA	 C2 - 4.5 mA 	 (0.74 / 1.00) 
586.	 78.7 	 C1 - 1.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
587.	 78.7 	 C2 - 2.5 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
588.	 78.6 	 C0 - 5.0 mA	 C3 - 3.5 mA 	 (0.66 / 1.00) 
589.	 78.6 	 C0 - 3.5 mA	 C2 - 3.0 mA 	 (0.71 / 1.00) 
590.	 78.6 	 C1 - 4.5 mA	 C3 - 1.5 mA 	 (0.95 / 1.00) 
591.	 78.6 	 C0 - 3.5 mA	 C2 - 4.0 mA 	 (0.71 / 1.00) 
592.	 78.5 	 C1 - 5.5 mA	 C3 - 4.5 mA 	 (0.92 / 1.00) 
593.	 78.5 	 C1 - 1.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
594.	 78.5 	 C1 - 5.5 mA	 C3 - 4.0 mA 	 (0.92 / 1.00) 
595.	 78.5 	 C0 - 5.0 mA	 C3 - 3.0 mA 	 (0.66 / 1.00) 
596.	 78.5 	 C1 - 1.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
597.	 78.4 	 C0 - 3.5 mA	 C2 - 2.5 mA 	 (0.71 / 1.00) 
598.	 78.4 	 C3 - 3.5 mA	 C0 - 5.5 mA 	 (1.00 / 0.99) 
599.	 78.4 	 C2 - 4.0 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
600.	 78.4 	 C2 - 4.0 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
601.	 78.4 	 C0 - 3.5 mA	 C2 - 3.5 mA 	 (0.71 / 1.00) 
602.	 78.4 	 C2 - 3.0 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
603.	 78.3 	 C0 - 5.5 mA	 C3 - 5.5 mA 	 (0.64 / 1.00) 
604.	 78.2 	 C0 - 2.0 mA	 C2 - 4.5 mA 	 (0.81 / 1.00) 
605.	 78.2 	 C2 - 3.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
606.	 78.1 	 C2 - 3.0 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
607.	 78.1 	 C0 - 2.5 mA	 C2 - 1.5 mA 	 (0.76 / 1.00) 
608.	 78.1 	 C0 - 5.0 mA	 C3 - 4.5 mA 	 (0.66 / 1.00) 
609.	 78.1 	 C2 - 5.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
610.	 78.1 	 C0 - 2.5 mA	 C2 - 3.0 mA 	 (0.76 / 1.00) 
611.	 78.0 	 C3 - 1.5 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
612.	 78.0 	 C0 - 5.0 mA	 C3 - 4.0 mA 	 (0.66 / 1.00) 
613.	 78.0 	 C3 - 4.5 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
614.	 78.0 	 C1 - 5.0 mA	 C3 - 2.5 mA 	 (0.94 / 1.00) 
615.	 78.0 	 C0 - 2.5 mA	 C2 - 4.0 mA 	 (0.76 / 1.00) 
616.	 77.9 	 C2 - 3.0 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
617.	 77.9 	 C2 - 4.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
618.	 77.9 	 C2 - 3.0 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
619.	 77.9 	 C2 - 2.0 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
620.	 77.9 	 C0 - 3.0 mA	 C2 - 1.5 mA 	 (0.74 / 1.00) 
621.	 77.9 	 C3 - 4.0 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
622.	 77.9 	 C0 - 3.0 mA	 C2 - 3.0 mA 	 (0.74 / 1.00) 
623.	 77.9 	 C0 - 2.5 mA	 C2 - 2.5 mA 	 (0.76 / 1.00) 
624.	 77.8 	 C3 - 3.5 mA	 C0 - 5.0 mA 	 (1.00 / 0.99) 
625.	 77.8 	 C2 - 3.0 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
626.	 77.8 	 C0 - 5.5 mA	 C3 - 5.0 mA 	 (0.64 / 1.00) 
627.	 77.8 	 C0 - 3.0 mA	 C2 - 4.0 mA 	 (0.74 / 1.00) 
628.	 77.8 	 C0 - 2.5 mA	 C2 - 3.5 mA 	 (0.76 / 1.00) 
629.	 77.7 	 C0 - 4.5 mA	 C3 - 2.0 mA 	 (0.67 / 1.00) 
630.	 77.7 	 C0 - 3.0 mA	 C2 - 2.5 mA 	 (0.74 / 1.00) 
631.	 77.6 	 C2 - 5.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
632.	 77.6 	 C2 - 5.0 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
633.	 77.6 	 C0 - 3.0 mA	 C2 - 3.5 mA 	 (0.74 / 1.00) 
634.	 77.5 	 C0 - 1.5 mA	 C2 - 4.5 mA 	 (0.86 / 1.00) 
635.	 77.5 	 C1 - 5.0 mA	 C3 - 3.5 mA 	 (0.94 / 1.00) 
636.	 77.4 	 C1 - 5.0 mA	 C3 - 3.0 mA 	 (0.94 / 1.00) 
637.	 77.4 	 C1 - 2.0 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
638.	 77.3 	 C2 - 3.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
639.	 77.3 	 C1 - 4.5 mA	 C3 - 2.0 mA 	 (0.95 / 1.00) 
640.	 77.3 	 C1 - 4.0 mA	 C3 - 2.0 mA 	 (0.96 / 1.00) 
641.	 77.3 	 C1 - 5.5 mA	 C3 - 5.5 mA 	 (0.92 / 1.00) 
642.	 77.3 	 C2 - 5.0 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
643.	 77.3 	 C0 - 2.0 mA	 C2 - 3.0 mA 	 (0.81 / 1.00) 
644.	 77.3 	 C2 - 4.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
645.	 77.3 	 C0 - 2.0 mA	 C2 - 1.5 mA 	 (0.81 / 1.00) 
646.	 77.2 	 C0 - 4.0 mA	 C3 - 1.5 mA 	 (0.69 / 1.00) 
647.	 77.1 	 C0 - 2.0 mA	 C2 - 4.0 mA 	 (0.81 / 1.00) 
648.	 77.1 	 C1 - 3.5 mA	 C3 - 1.5 mA 	 (0.98 / 1.00) 
649.	 77.1 	 C2 - 4.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
650.	 77.1 	 C0 - 3.5 mA	 C2 - 2.0 mA 	 (0.71 / 1.00) 
651.	 77.0 	 C0 - 2.0 mA	 C2 - 2.5 mA 	 (0.81 / 1.00) 
652.	 77.0 	 C0 - 5.0 mA	 C3 - 5.5 mA 	 (0.66 / 1.00) 
653.	 77.0 	 C0 - 4.5 mA	 C3 - 2.5 mA 	 (0.67 / 1.00) 
654.	 76.9 	 C2 - 2.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
655.	 76.9 	 C1 - 2.5 mA	 C2 - 2.0 mA 	 (0.99 / 1.00) 
656.	 76.9 	 C0 - 2.0 mA	 C2 - 3.5 mA 	 (0.81 / 1.00) 
657.	 76.9 	 C2 - 5.0 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
658.	 76.9 	 C2 - 3.0 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
659.	 76.9 	 C3 - 3.5 mA	 C0 - 4.5 mA 	 (1.00 / 1.00) 
660.	 76.9 	 C2 - 3.0 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
661.	 76.8 	 C1 - 5.5 mA	 C3 - 5.0 mA 	 (0.92 / 1.00) 
662.	 76.8 	 C1 - 5.0 mA	 C3 - 4.5 mA 	 (0.94 / 1.00) 
663.	 76.8 	 C1 - 5.0 mA	 C3 - 4.0 mA 	 (0.94 / 1.00) 
664.	 76.7 	 C2 - 5.0 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
665.	 76.7 	 C2 - 5.0 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
666.	 76.7 	 C3 - 2.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
667.	 76.6 	 C2 - 3.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
668.	 76.5 	 C1 - 4.5 mA	 C3 - 2.5 mA 	 (0.95 / 1.00) 
669.	 76.5 	 C1 - 1.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
670.	 76.5 	 C0 - 1.5 mA	 C2 - 3.0 mA 	 (0.86 / 1.00) 
671.	 76.5 	 C0 - 4.5 mA	 C3 - 3.5 mA 	 (0.67 / 1.00) 
672.	 76.5 	 C0 - 5.0 mA	 C3 - 5.0 mA 	 (0.66 / 1.00) 
673.	 76.4 	 C1 - 4.0 mA	 C3 - 2.5 mA 	 (0.96 / 1.00) 
674.	 76.4 	 C2 - 4.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
675.	 76.4 	 C1 - 2.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
676.	 76.4 	 C0 - 1.5 mA	 C2 - 1.5 mA 	 (0.86 / 1.00) 
677.	 76.4 	 C0 - 4.5 mA	 C3 - 3.0 mA 	 (0.67 / 1.00) 
678.	 76.3 	 C0 - 1.5 mA	 C2 - 4.0 mA 	 (0.86 / 1.00) 
679.	 76.3 	 C3 - 5.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
680.	 76.2 	 C0 - 2.5 mA	 C2 - 2.0 mA 	 (0.76 / 1.00) 
681.	 76.2 	 C0 - 1.5 mA	 C2 - 2.5 mA 	 (0.86 / 1.00) 
682.	 76.2 	 C0 - 3.0 mA	 C2 - 2.0 mA 	 (0.74 / 1.00) 
683.	 76.1 	 C1 - 2.0 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
684.	 76.1 	 C0 - 1.5 mA	 C2 - 3.5 mA 	 (0.86 / 1.00) 
685.	 76.1 	 C3 - 3.0 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
686.	 76.0 	 C0 - 4.0 mA	 C3 - 2.0 mA 	 (0.69 / 1.00) 
687.	 76.0 	 C1 - 4.5 mA	 C3 - 3.5 mA 	 (0.95 / 1.00) 
688.	 75.9 	 C3 - 5.0 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
689.	 75.9 	 C0 - 4.5 mA	 C3 - 4.5 mA 	 (0.67 / 1.00) 
690.	 75.9 	 C1 - 2.0 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
691.	 75.8 	 C1 - 4.0 mA	 C3 - 3.5 mA 	 (0.96 / 1.00) 
692.	 75.8 	 C1 - 4.5 mA	 C3 - 3.0 mA 	 (0.95 / 1.00) 
693.	 75.8 	 C0 - 4.5 mA	 C3 - 4.0 mA 	 (0.67 / 1.00) 
694.	 75.8 	 C1 - 2.0 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
695.	 75.7 	 C2 - 4.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
696.	 75.7 	 C1 - 4.0 mA	 C3 - 3.0 mA 	 (0.96 / 1.00) 
697.	 75.7 	 C2 - 4.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
698.	 75.7 	 C2 - 3.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
699.	 75.7 	 C1 - 1.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
700.	 75.7 	 C1 - 3.0 mA	 C3 - 1.5 mA 	 (0.99 / 1.00) 
701.	 75.6 	 C1 - 2.0 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
702.	 75.6 	 C2 - 2.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
703.	 75.5 	 C1 - 3.5 mA	 C3 - 2.0 mA 	 (0.98 / 1.00) 
704.	 75.5 	 C2 - 2.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
705.	 75.5 	 C1 - 5.0 mA	 C3 - 5.5 mA 	 (0.94 / 1.00) 
706.	 75.3 	 C3 - 2.0 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
707.	 75.2 	 C1 - 4.5 mA	 C3 - 4.5 mA 	 (0.95 / 1.00) 
708.	 75.2 	 C1 - 4.5 mA	 C3 - 4.0 mA 	 (0.95 / 1.00) 
709.	 75.2 	 C0 - 2.0 mA	 C2 - 2.0 mA 	 (0.81 / 1.00) 
710.	 75.2 	 C0 - 4.0 mA	 C3 - 2.5 mA 	 (0.69 / 1.00) 
711.	 75.1 	 C1 - 4.0 mA	 C3 - 4.5 mA 	 (0.96 / 1.00) 
712.	 75.0 	 C1 - 4.0 mA	 C3 - 4.0 mA 	 (0.96 / 1.00) 
713.	 75.0 	 C1 - 5.0 mA	 C3 - 5.0 mA 	 (0.94 / 1.00) 
714.	 75.0 	 C2 - 3.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
715.	 74.8 	 C2 - 3.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
716.	 74.8 	 C2 - 3.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
717.	 74.7 	 C2 - 4.0 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
718.	 74.7 	 C2 - 4.0 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
719.	 74.7 	 C2 - 1.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
720.	 74.7 	 C0 - 4.0 mA	 C3 - 3.5 mA 	 (0.69 / 1.00) 
721.	 74.6 	 C2 - 5.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
722.	 74.6 	 C0 - 4.5 mA	 C3 - 5.5 mA 	 (0.67 / 1.00) 
723.	 74.6 	 C3 - 4.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
724.	 74.6 	 C0 - 4.0 mA	 C3 - 3.0 mA 	 (0.69 / 1.00) 
725.	 74.5 	 C1 - 3.5 mA	 C3 - 2.5 mA 	 (0.98 / 1.00) 
726.	 74.4 	 C0 - 3.5 mA	 C3 - 1.5 mA 	 (0.71 / 1.00) 
727.	 74.4 	 C2 - 5.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
728.	 74.3 	 C3 - 4.0 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
729.	 74.1 	 C2 - 2.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
730.	 74.1 	 C0 - 4.5 mA	 C3 - 5.0 mA 	 (0.67 / 1.00) 
731.	 74.0 	 C0 - 4.0 mA	 C3 - 4.5 mA 	 (0.69 / 1.00) 
732.	 74.0 	 C0 - 1.5 mA	 C2 - 2.0 mA 	 (0.86 / 1.00) 
733.	 74.0 	 C3 - 1.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
734.	 73.9 	 C0 - 4.0 mA	 C3 - 4.0 mA 	 (0.69 / 1.00) 
735.	 73.9 	 C1 - 3.0 mA	 C3 - 2.0 mA 	 (0.99 / 1.00) 
736.	 73.9 	 C1 - 3.5 mA	 C3 - 3.5 mA 	 (0.98 / 1.00) 
737.	 73.8 	 C2 - 4.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
738.	 73.7 	 C1 - 3.5 mA	 C3 - 3.0 mA 	 (0.98 / 1.00) 
739.	 73.7 	 C2 - 4.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
740.	 73.7 	 C1 - 4.5 mA	 C3 - 5.5 mA 	 (0.95 / 1.00) 
741.	 73.4 	 C2 - 4.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
742.	 73.4 	 C1 - 4.0 mA	 C3 - 5.5 mA 	 (0.96 / 1.00) 
743.	 73.4 	 C2 - 2.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
744.	 73.4 	 C2 - 2.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
745.	 73.3 	 C0 - 3.0 mA	 C3 - 1.5 mA 	 (0.74 / 1.00) 
746.	 73.2 	 C1 - 2.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
747.	 73.2 	 C1 - 4.5 mA	 C3 - 5.0 mA 	 (0.95 / 1.00) 
748.	 73.2 	 C2 - 4.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
749.	 73.2 	 C3 - 3.5 mA	 C0 - 4.0 mA 	 (1.00 / 1.00) 
750.	 73.1 	 C0 - 3.5 mA	 C3 - 2.0 mA 	 (0.71 / 1.00) 
751.	 73.1 	 C0 - 2.5 mA	 C3 - 1.5 mA 	 (0.76 / 1.00) 
752.	 73.0 	 C1 - 2.5 mA	 C3 - 1.5 mA 	 (0.99 / 1.00) 
753.	 73.0 	 C2 - 4.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
754.	 72.9 	 C1 - 3.5 mA	 C3 - 4.0 mA 	 (0.98 / 1.00) 
755.	 72.9 	 C1 - 3.5 mA	 C3 - 4.5 mA 	 (0.98 / 1.00) 
756.	 72.9 	 C1 - 4.0 mA	 C3 - 5.0 mA 	 (0.96 / 1.00) 
757.	 72.8 	 C2 - 4.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
758.	 72.8 	 C2 - 2.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
759.	 72.7 	 C1 - 3.0 mA	 C3 - 2.5 mA 	 (0.99 / 1.00) 
760.	 72.7 	 C2 - 4.0 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
761.	 72.7 	 C2 - 4.0 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
762.	 72.6 	 C2 - 3.0 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
763.	 72.6 	 C2 - 3.0 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
764.	 72.5 	 C0 - 4.0 mA	 C3 - 5.5 mA 	 (0.69 / 1.00) 
765.	 72.5 	 C2 - 3.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
766.	 72.5 	 C2 - 3.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
767.	 72.4 	 C1 - 1.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
768.	 72.4 	 C2 - 2.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
769.	 72.3 	 C2 - 2.0 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
770.	 72.3 	 C0 - 3.5 mA	 C3 - 2.5 mA 	 (0.71 / 1.00) 
771.	 72.2 	 C2 - 4.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
772.	 72.1 	 C2 - 5.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
773.	 72.1 	 C0 - 4.0 mA	 C3 - 5.0 mA 	 (0.69 / 1.00) 
774.	 72.1 	 C2 - 4.0 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
775.	 72.0 	 C2 - 3.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
776.	 71.9 	 C0 - 3.0 mA	 C3 - 2.0 mA 	 (0.74 / 1.00) 
777.	 71.9 	 C1 - 3.0 mA	 C3 - 3.5 mA 	 (0.99 / 1.00) 
778.	 71.9 	 C3 - 5.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
779.	 71.9 	 C2 - 4.0 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
780.	 71.8 	 C2 - 3.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
781.	 71.8 	 C1 - 3.0 mA	 C3 - 3.0 mA 	 (0.99 / 1.00) 
782.	 71.7 	 C0 - 3.5 mA	 C3 - 3.5 mA 	 (0.71 / 1.00) 
783.	 71.7 	 C2 - 4.0 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
784.	 71.7 	 C0 - 2.0 mA	 C3 - 1.5 mA 	 (0.81 / 1.00) 
785.	 71.6 	 C0 - 2.5 mA	 C3 - 2.0 mA 	 (0.76 / 1.00) 
786.	 71.6 	 C2 - 3.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
787.	 71.6 	 C0 - 3.5 mA	 C3 - 3.0 mA 	 (0.71 / 1.00) 
788.	 71.5 	 C1 - 1.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
789.	 71.5 	 C3 - 2.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
790.	 71.4 	 C2 - 3.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
791.	 71.4 	 C3 - 5.0 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
792.	 71.3 	 C2 - 2.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
793.	 71.2 	 C2 - 2.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
794.	 71.0 	 C0 - 3.0 mA	 C3 - 2.5 mA 	 (0.74 / 1.00) 
795.	 71.0 	 C2 - 2.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
796.	 70.9 	 C3 - 3.0 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
797.	 70.9 	 C1 - 1.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
798.	 70.9 	 C1 - 2.5 mA	 C3 - 2.0 mA 	 (0.99 / 1.00) 
799.	 70.9 	 C0 - 3.5 mA	 C3 - 4.0 mA 	 (0.71 / 1.00) 
800.	 70.9 	 C1 - 3.5 mA	 C3 - 5.5 mA 	 (0.98 / 1.00) 
801.	 70.9 	 C1 - 1.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
802.	 70.9 	 C0 - 3.5 mA	 C3 - 4.5 mA 	 (0.71 / 1.00) 
803.	 70.8 	 C2 - 2.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
804.	 70.8 	 C1 - 1.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
805.	 70.8 	 C1 - 3.0 mA	 C3 - 4.0 mA 	 (0.99 / 1.00) 
806.	 70.8 	 C1 - 1.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
807.	 70.8 	 C1 - 3.0 mA	 C3 - 4.5 mA 	 (0.99 / 1.00) 
808.	 70.7 	 C0 - 2.5 mA	 C3 - 2.5 mA 	 (0.76 / 1.00) 
809.	 70.7 	 C2 - 5.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
810.	 70.5 	 C2 - 2.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
811.	 70.4 	 C2 - 4.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
812.	 70.4 	 C0 - 3.0 mA	 C3 - 3.5 mA 	 (0.74 / 1.00) 
813.	 70.4 	 C1 - 3.5 mA	 C3 - 5.0 mA 	 (0.98 / 1.00) 
814.	 70.4 	 C2 - 5.0 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
815.	 70.3 	 C0 - 3.0 mA	 C3 - 3.0 mA 	 (0.74 / 1.00) 
816.	 70.3 	 C2 - 3.0 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
817.	 70.1 	 C2 - 3.0 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
818.	 70.0 	 C0 - 2.0 mA	 C3 - 2.0 mA 	 (0.81 / 1.00) 
819.	 70.0 	 C0 - 2.5 mA	 C3 - 3.5 mA 	 (0.76 / 1.00) 
820.	 69.9 	 C0 - 2.5 mA	 C3 - 3.0 mA 	 (0.76 / 1.00) 
821.	 69.7 	 C0 - 1.5 mA	 C3 - 1.5 mA 	 (0.86 / 1.00) 
822.	 69.7 	 C3 - 2.0 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
823.	 69.7 	 C3 - 4.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
824.	 69.6 	 C2 - 5.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
825.	 69.6 	 C1 - 2.5 mA	 C3 - 2.5 mA 	 (0.99 / 1.00) 
826.	 69.5 	 C2 - 5.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
827.	 69.5 	 C0 - 3.0 mA	 C3 - 4.0 mA 	 (0.74 / 1.00) 
828.	 69.4 	 C0 - 3.0 mA	 C3 - 4.5 mA 	 (0.74 / 1.00) 
829.	 69.4 	 C2 - 3.0 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
830.	 69.3 	 C3 - 4.0 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
831.	 69.2 	 C2 - 3.0 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
832.	 69.1 	 C0 - 3.5 mA	 C3 - 5.5 mA 	 (0.71 / 1.00) 
833.	 69.0 	 C2 - 3.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
834.	 69.0 	 C0 - 2.5 mA	 C3 - 4.0 mA 	 (0.76 / 1.00) 
835.	 69.0 	 C3 - 5.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
