			3389-Left	3389-Right
557.	 41.9 	 C3 - 5.0 mA	 C0 - 2.0 mA 	 (0.74 / 1.00) 
558.	 41.9 	 C0 - 4.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
559.	 41.7 	 C1 - 1.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
560.	 41.6 	 C1 - 5.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
561.	 41.6 	 C1 - 4.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
562.	 41.5 	 C3 - 5.5 mA	 C0 - 1.5 mA 	 (0.73 / 1.00) 
563.	 41.5 	 C1 - 4.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
564.	 41.4 	 C2 - 2.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
565.	 41.4 	 C2 - 4.5 mA	 C0 - 3.5 mA 	 (0.95 / 1.00) 
566.	 41.4 	 C2 - 2.0 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
567.	 41.4 	 C3 - 5.5 mA	 C1 - 2.5 mA 	 (0.73 / 1.00) 
568.	 41.2 	 C3 - 2.0 mA	 C3 - 3.5 mA 	 (0.86 / 0.81) 
569.	 41.2 	 C2 - 1.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
570.	 41.1 	 C3 - 5.0 mA	 C3 - 2.0 mA 	 (0.74 / 0.87) 
571.	 41.1 	 C1 - 2.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
572.	 41.1 	 C0 - 2.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
573.	 41.1 	 C3 - 3.0 mA	 C3 - 3.0 mA 	 (0.81 / 0.83) 
574.	 41.1 	 C3 - 4.0 mA	 C2 - 1.5 mA 	 (0.77 / 1.00) 
575.	 41.0 	 C2 - 3.0 mA	 C1 - 2.5 mA 	 (0.99 / 1.00) 
576.	 41.0 	 C2 - 3.0 mA	 C0 - 3.0 mA 	 (0.99 / 1.00) 
577.	 40.9 	 C1 - 5.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
578.	 40.8 	 C3 - 4.0 mA	 C1 - 3.0 mA 	 (0.77 / 1.00) 
579.	 40.8 	 C0 - 2.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
580.	 40.7 	 C1 - 2.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
581.	 40.6 	 C1 - 3.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
582.	 40.6 	 C3 - 1.5 mA	 C3 - 3.5 mA 	 (0.90 / 0.81) 
583.	 40.5 	 C1 - 5.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
584.	 40.5 	 C1 - 5.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
585.	 40.5 	 C3 - 5.5 mA	 C0 - 2.0 mA 	 (0.73 / 1.00) 
586.	 40.3 	 C1 - 3.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
587.	 40.3 	 C3 - 4.0 mA	 C3 - 2.5 mA 	 (0.77 / 0.85) 
588.	 40.3 	 C3 - 3.0 mA	 C1 - 4.5 mA 	 (0.81 / 1.00) 
589.	 40.3 	 C2 - 5.5 mA	 C0 - 3.5 mA 	 (0.93 / 1.00) 
590.	 40.1 	 C3 - 5.5 mA	 C3 - 2.0 mA 	 (0.73 / 0.87) 
591.	 40.1 	 C3 - 2.5 mA	 C3 - 3.5 mA 	 (0.83 / 0.81) 
592.	 40.0 	 C3 - 4.5 mA	 C2 - 1.5 mA 	 (0.75 / 1.00) 
593.	 39.9 	 C2 - 1.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
594.	 39.8 	 C1 - 2.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
595.	 39.7 	 C2 - 2.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
596.	 39.6 	 C3 - 3.5 mA	 C3 - 3.0 mA 	 (0.79 / 0.83) 
597.	 39.6 	 C3 - 4.5 mA	 C3 - 2.5 mA 	 (0.75 / 0.85) 
598.	 39.5 	 C3 - 2.5 mA	 C1 - 5.5 mA 	 (0.83 / 1.00) 
599.	 39.4 	 C2 - 2.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
600.	 39.4 	 C1 - 5.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
601.	 39.3 	 C2 - 2.0 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
602.	 39.3 	 C2 - 2.0 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
603.	 39.2 	 C1 - 3.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
604.	 39.2 	 C1 - 5.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
605.	 39.1 	 C3 - 4.5 mA	 C1 - 3.0 mA 	 (0.75 / 1.00) 
606.	 39.0 	 C0 - 5.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
607.	 39.0 	 C3 - 3.5 mA	 C1 - 4.0 mA 	 (0.79 / 1.00) 
608.	 38.5 	 C1 - 3.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
609.	 38.5 	 C2 - 1.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
610.	 38.4 	 C3 - 5.0 mA	 C3 - 2.5 mA 	 (0.74 / 0.85) 
611.	 38.3 	 C1 - 3.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
612.	 38.2 	 C1 - 2.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
613.	 38.2 	 C1 - 2.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
614.	 38.2 	 C3 - 5.0 mA	 C2 - 1.5 mA 	 (0.74 / 1.00) 
615.	 38.2 	 C3 - 3.0 mA	 C1 - 5.0 mA 	 (0.81 / 1.00) 
616.	 38.1 	 C3 - 3.0 mA	 C2 - 2.0 mA 	 (0.81 / 1.00) 
617.	 38.1 	 C1 - 3.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
618.	 38.1 	 C3 - 3.0 mA	 C3 - 3.5 mA 	 (0.81 / 0.81) 
619.	 38.0 	 C0 - 5.0 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
620.	 37.8 	 C1 - 2.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
621.	 37.5 	 C3 - 5.5 mA	 C3 - 2.5 mA 	 (0.73 / 0.85) 
622.	 37.5 	 C0 - 4.0 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
623.	 37.5 	 C2 - 2.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
624.	 37.4 	 C1 - 2.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
625.	 37.4 	 C3 - 4.0 mA	 C3 - 3.0 mA 	 (0.77 / 0.83) 
626.	 37.3 	 C3 - 4.0 mA	 C1 - 3.5 mA 	 (0.77 / 1.00) 
627.	 37.2 	 C0 - 3.0 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
628.	 37.1 	 C2 - 2.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
629.	 37.1 	 C0 - 4.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
630.	 37.1 	 C3 - 5.0 mA	 C1 - 3.0 mA 	 (0.74 / 1.00) 
631.	 37.0 	 C0 - 3.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
632.	 37.0 	 C2 - 3.5 mA	 C1 - 2.0 mA 	 (0.98 / 1.00) 
633.	 36.9 	 C3 - 5.5 mA	 C2 - 1.5 mA 	 (0.73 / 1.00) 
634.	 36.8 	 C3 - 3.5 mA	 C3 - 3.5 mA 	 (0.79 / 0.81) 
635.	 36.7 	 C3 - 4.5 mA	 C3 - 3.0 mA 	 (0.75 / 0.83) 
636.	 36.7 	 C3 - 3.5 mA	 C1 - 4.5 mA 	 (0.79 / 1.00) 
637.	 36.6 	 C0 - 2.0 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
638.	 36.6 	 C1 - 5.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
639.	 36.4 	 C1 - 2.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
640.	 36.3 	 C2 - 3.5 mA	 C1 - 1.5 mA 	 (0.98 / 1.00) 
641.	 36.1 	 C1 - 2.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
642.	 36.1 	 C0 - 5.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
643.	 36.0 	 C3 - 2.0 mA	 C3 - 4.0 mA 	 (0.86 / 0.79) 
644.	 36.0 	 C2 - 3.0 mA	 C1 - 3.0 mA 	 (0.99 / 1.00) 
645.	 35.8 	 C3 - 3.5 mA	 C2 - 2.0 mA 	 (0.79 / 1.00) 
646.	 35.7 	 C3 - 4.5 mA	 C1 - 3.5 mA 	 (0.75 / 1.00) 
647.	 35.7 	 C3 - 5.0 mA	 C3 - 3.0 mA 	 (0.74 / 0.83) 
648.	 35.6 	 C0 - 5.0 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
649.	 35.6 	 C1 - 3.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
650.	 35.3 	 C3 - 2.5 mA	 C3 - 4.0 mA 	 (0.83 / 0.79) 
651.	 35.3 	 C3 - 5.5 mA	 C1 - 3.0 mA 	 (0.73 / 1.00) 
652.	 35.3 	 C1 - 2.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
653.	 35.2 	 C2 - 2.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
654.	 35.2 	 C2 - 2.5 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
655.	 35.1 	 C0 - 4.0 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
656.	 35.0 	 C0 - 4.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
657.	 34.9 	 C0 - 2.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
658.	 34.8 	 C3 - 2.0 mA	 C2 - 2.5 mA 	 (0.86 / 0.99) 
659.	 34.8 	 C3 - 5.5 mA	 C3 - 3.0 mA 	 (0.73 / 0.83) 
660.	 34.8 	 C3 - 3.5 mA	 C1 - 5.0 mA 	 (0.79 / 1.00) 
661.	 34.8 	 C3 - 4.0 mA	 C3 - 3.5 mA 	 (0.77 / 0.81) 
662.	 34.8 	 C3 - 1.5 mA	 C3 - 4.0 mA 	 (0.90 / 0.79) 
663.	 34.6 	 C3 - 3.0 mA	 C1 - 5.5 mA 	 (0.81 / 1.00) 
664.	 34.6 	 C0 - 3.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
665.	 34.6 	 C2 - 3.5 mA	 C0 - 3.0 mA 	 (0.98 / 1.00) 
666.	 34.6 	 C2 - 3.5 mA	 C1 - 2.5 mA 	 (0.98 / 1.00) 
667.	 34.6 	 C2 - 2.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
668.	 34.4 	 C2 - 2.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
669.	 34.4 	 C2 - 3.0 mA	 C1 - 3.5 mA 	 (0.99 / 1.00) 
670.	 34.2 	 C3 - 4.5 mA	 C3 - 3.5 mA 	 (0.75 / 0.81) 
671.	 34.1 	 C2 - 2.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
672.	 34.1 	 C3 - 2.0 mA	 C3 - 4.5 mA 	 (0.86 / 0.78) 
673.	 34.1 	 C0 - 3.0 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
674.	 33.9 	 C3 - 4.0 mA	 C1 - 4.0 mA 	 (0.77 / 1.00) 
675.	 33.9 	 C3 - 5.0 mA	 C1 - 3.5 mA 	 (0.74 / 1.00) 
676.	 33.8 	 C0 - 1.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
677.	 33.8 	 C3 - 1.5 mA	 C2 - 2.5 mA 	 (0.90 / 0.99) 
678.	 33.8 	 C1 - 2.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
679.	 33.7 	 C3 - 3.0 mA	 C3 - 4.0 mA 	 (0.81 / 0.79) 
680.	 33.6 	 C3 - 2.5 mA	 C3 - 4.5 mA 	 (0.83 / 0.78) 
681.	 33.6 	 C2 - 2.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
682.	 33.2 	 C3 - 5.0 mA	 C3 - 3.5 mA 	 (0.74 / 0.81) 
683.	 33.2 	 C2 - 3.0 mA	 C0 - 2.5 mA 	 (0.99 / 1.00) 
684.	 33.1 	 C3 - 2.5 mA	 C2 - 2.5 mA 	 (0.83 / 0.99) 
685.	 33.0 	 C1 - 4.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
686.	 32.7 	 C3 - 3.5 mA	 C3 - 4.0 mA 	 (0.79 / 0.79) 
687.	 32.7 	 C3 - 1.5 mA	 C3 - 4.5 mA 	 (0.90 / 0.78) 
688.	 32.5 	 C0 - 5.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
689.	 32.5 	 C3 - 4.5 mA	 C1 - 4.0 mA 	 (0.75 / 1.00) 
690.	 32.5 	 C2 - 3.0 mA	 C1 - 4.0 mA 	 (0.99 / 1.00) 
691.	 32.5 	 C3 - 5.5 mA	 C3 - 3.5 mA 	 (0.73 / 0.81) 
692.	 32.5 	 C3 - 4.0 mA	 C2 - 2.0 mA 	 (0.77 / 1.00) 
693.	 32.4 	 C2 - 4.0 mA	 C1 - 2.0 mA 	 (0.96 / 1.00) 
694.	 32.4 	 C1 - 4.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
695.	 32.2 	 C3 - 5.5 mA	 C1 - 3.5 mA 	 (0.73 / 1.00) 
696.	 32.1 	 C3 - 3.0 mA	 C3 - 4.5 mA 	 (0.81 / 0.78) 
697.	 32.0 	 C2 - 2.0 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
698.	 32.0 	 C0 - 5.0 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
699.	 31.9 	 C3 - 4.0 mA	 C1 - 4.5 mA 	 (0.77 / 1.00) 
700.	 31.7 	 C3 - 4.5 mA	 C2 - 2.0 mA 	 (0.75 / 1.00) 
701.	 31.5 	 C3 - 3.5 mA	 C1 - 5.5 mA 	 (0.79 / 1.00) 
702.	 31.5 	 C2 - 4.0 mA	 C1 - 1.5 mA 	 (0.96 / 1.00) 
703.	 31.3 	 C2 - 1.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
704.	 31.2 	 C0 - 4.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
705.	 31.2 	 C3 - 3.5 mA	 C3 - 4.5 mA 	 (0.79 / 0.78) 
706.	 31.2 	 C1 - 4.5 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
707.	 31.1 	 C1 - 1.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
708.	 31.1 	 C0 - 4.0 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
709.	 31.1 	 C0 - 2.0 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
710.	 31.0 	 C2 - 4.0 mA	 C0 - 3.0 mA 	 (0.96 / 1.00) 
711.	 30.9 	 C3 - 4.0 mA	 C3 - 4.0 mA 	 (0.77 / 0.79) 
712.	 30.9 	 C3 - 2.0 mA	 C3 - 5.0 mA 	 (0.86 / 0.77) 
713.	 30.9 	 C3 - 5.0 mA	 C1 - 4.0 mA 	 (0.74 / 1.00) 
714.	 30.8 	 C2 - 5.0 mA	 C1 - 2.0 mA 	 (0.94 / 1.00) 
715.	 30.7 	 C2 - 3.0 mA	 C1 - 4.5 mA 	 (0.99 / 1.00) 
716.	 30.7 	 C2 - 5.0 mA	 C0 - 3.0 mA 	 (0.94 / 1.00) 
717.	 30.7 	 C3 - 2.5 mA	 C3 - 5.0 mA 	 (0.83 / 0.77) 
718.	 30.6 	 C0 - 5.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
719.	 30.6 	 C2 - 3.0 mA	 C3 - 1.5 mA 	 (0.99 / 0.90) 
720.	 30.6 	 C3 - 4.5 mA	 C1 - 4.5 mA 	 (0.75 / 1.00) 
721.	 30.5 	 C3 - 4.5 mA	 C3 - 4.0 mA 	 (0.75 / 0.79) 
722.	 30.5 	 C1 - 3.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
723.	 30.4 	 C0 - 3.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
724.	 30.4 	 C2 - 4.0 mA	 C1 - 2.5 mA 	 (0.96 / 1.00) 
725.	 30.4 	 C3 - 5.0 mA	 C2 - 2.0 mA 	 (0.74 / 1.00) 
726.	 30.4 	 C2 - 2.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
727.	 30.3 	 C2 - 5.0 mA	 C1 - 1.5 mA 	 (0.94 / 1.00) 
728.	 30.3 	 C3 - 4.0 mA	 C1 - 5.0 mA 	 (0.77 / 1.00) 
729.	 30.2 	 C2 - 3.5 mA	 C1 - 3.0 mA 	 (0.98 / 1.00) 
730.	 30.1 	 C0 - 2.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
731.	 30.0 	 C2 - 4.5 mA	 C1 - 2.0 mA 	 (0.95 / 1.00) 
732.	 29.9 	 C3 - 3.0 mA	 C2 - 2.5 mA 	 (0.81 / 0.99) 
733.	 29.8 	 C3 - 2.0 mA	 C2 - 3.0 mA 	 (0.86 / 0.99) 
734.	 29.7 	 C3 - 5.0 mA	 C3 - 4.0 mA 	 (0.74 / 0.79) 
735.	 29.7 	 C0 - 3.0 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
736.	 29.6 	 C3 - 4.0 mA	 C3 - 4.5 mA 	 (0.77 / 0.78) 
737.	 29.5 	 C1 - 5.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
738.	 29.4 	 C3 - 3.0 mA	 C3 - 5.0 mA 	 (0.81 / 0.77) 
739.	 29.3 	 C1 - 1.5 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
740.	 29.3 	 C3 - 5.5 mA	 C1 - 4.0 mA 	 (0.73 / 1.00) 
741.	 29.3 	 C2 - 3.0 mA	 C1 - 5.0 mA 	 (0.99 / 1.00) 
742.	 29.3 	 C3 - 5.5 mA	 C2 - 2.0 mA 	 (0.73 / 1.00) 
743.	 29.2 	 C0 - 5.0 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
744.	 29.2 	 C2 - 5.5 mA	 C0 - 3.0 mA 	 (0.93 / 1.00) 
745.	 29.2 	 C2 - 4.5 mA	 C0 - 3.0 mA 	 (0.95 / 1.00) 
746.	 29.2 	 C3 - 4.5 mA	 C3 - 4.5 mA 	 (0.75 / 0.78) 
747.	 29.2 	 C3 - 1.5 mA	 C3 - 5.0 mA 	 (0.90 / 0.77) 
748.	 29.1 	 C2 - 2.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
749.	 29.1 	 C2 - 2.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
750.	 29.1 	 C3 - 5.0 mA	 C1 - 4.5 mA 	 (0.74 / 1.00) 
751.	 29.1 	 C3 - 4.5 mA	 C1 - 5.0 mA 	 (0.75 / 1.00) 
752.	 29.1 	 C2 - 2.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
753.	 29.0 	 C2 - 4.5 mA	 C1 - 1.5 mA 	 (0.95 / 1.00) 
754.	 29.0 	 C3 - 5.5 mA	 C3 - 4.0 mA 	 (0.73 / 0.79) 
755.	 29.0 	 C2 - 3.5 mA	 C1 - 3.5 mA 	 (0.98 / 1.00) 
756.	 28.8 	 C0 - 2.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
757.	 28.7 	 C2 - 5.0 mA	 C1 - 2.5 mA 	 (0.94 / 1.00) 
758.	 28.7 	 C2 - 5.5 mA	 C1 - 2.0 mA 	 (0.93 / 1.00) 
759.	 28.7 	 C3 - 3.5 mA	 C3 - 5.0 mA 	 (0.79 / 0.77) 
760.	 28.6 	 C3 - 2.5 mA	 C2 - 3.0 mA 	 (0.83 / 0.99) 
761.	 28.5 	 C2 - 2.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
762.	 28.4 	 C3 - 2.0 mA	 C3 - 5.5 mA 	 (0.86 / 0.76) 
763.	 28.4 	 C3 - 2.5 mA	 C3 - 5.5 mA 	 (0.83 / 0.76) 
764.	 28.4 	 C3 - 5.0 mA	 C3 - 4.5 mA 	 (0.74 / 0.78) 
765.	 28.4 	 C3 - 3.5 mA	 C2 - 2.5 mA 	 (0.79 / 0.99) 
766.	 28.3 	 C1 - 4.0 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
767.	 28.3 	 C2 - 5.5 mA	 C1 - 1.5 mA 	 (0.93 / 1.00) 
768.	 28.2 	 C2 - 4.5 mA	 C1 - 2.5 mA 	 (0.95 / 1.00) 
769.	 28.2 	 C3 - 1.5 mA	 C2 - 3.0 mA 	 (0.90 / 0.99) 
770.	 27.8 	 C3 - 5.0 mA	 C1 - 5.0 mA 	 (0.74 / 1.00) 
771.	 27.8 	 C3 - 5.5 mA	 C3 - 4.5 mA 	 (0.73 / 0.78) 
772.	 27.7 	 C3 - 5.5 mA	 C1 - 4.5 mA 	 (0.73 / 1.00) 
773.	 27.6 	 C0 - 4.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
774.	 27.5 	 C0 - 4.0 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
775.	 27.5 	 C2 - 3.5 mA	 C1 - 4.0 mA 	 (0.98 / 1.00) 
776.	 27.4 	 C3 - 4.0 mA	 C1 - 5.5 mA 	 (0.77 / 1.00) 
777.	 27.2 	 C3 - 3.0 mA	 C3 - 5.5 mA 	 (0.81 / 0.76) 
778.	 27.2 	 C3 - 4.0 mA	 C3 - 5.0 mA 	 (0.77 / 0.77) 
779.	 27.0 	 C1 - 3.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
780.	 26.9 	 C2 - 3.5 mA	 C0 - 2.5 mA 	 (0.98 / 1.00) 
781.	 26.9 	 C3 - 4.5 mA	 C3 - 5.0 mA 	 (0.75 / 0.77) 
782.	 26.8 	 C0 - 5.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
783.	 26.7 	 C2 - 5.5 mA	 C1 - 2.5 mA 	 (0.93 / 1.00) 
784.	 26.7 	 C3 - 3.5 mA	 C3 - 5.5 mA 	 (0.79 / 0.76) 
785.	 26.6 	 C1 - 5.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
786.	 26.5 	 C3 - 1.5 mA	 C3 - 5.5 mA 	 (0.90 / 0.76) 
787.	 26.4 	 C3 - 4.5 mA	 C1 - 5.5 mA 	 (0.75 / 1.00) 
788.	 26.4 	 C3 - 5.5 mA	 C1 - 5.0 mA 	 (0.73 / 1.00) 
789.	 26.4 	 C2 - 4.0 mA	 C1 - 3.0 mA 	 (0.96 / 1.00) 
790.	 26.4 	 C0 - 1.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
791.	 26.4 	 C0 - 3.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
792.	 26.3 	 C1 - 5.0 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
793.	 26.2 	 C2 - 2.0 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
794.	 26.2 	 C2 - 3.0 mA	 C1 - 5.5 mA 	 (0.99 / 1.00) 
795.	 26.2 	 C3 - 5.0 mA	 C3 - 5.0 mA 	 (0.74 / 0.77) 
796.	 26.1 	 C0 - 5.0 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
797.	 26.0 	 C1 - 2.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
798.	 25.9 	 C1 - 4.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
799.	 25.9 	 C3 - 3.0 mA	 C2 - 3.0 mA 	 (0.81 / 0.99) 
800.	 25.9 	 C2 - 3.5 mA	 C1 - 4.5 mA 	 (0.98 / 1.00) 
801.	 25.9 	 C2 - 3.5 mA	 C3 - 1.5 mA 	 (0.98 / 0.90) 
802.	 25.9 	 C0 - 2.0 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
803.	 25.8 	 C0 - 3.0 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
804.	 25.6 	 C1 - 4.0 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
805.	 25.6 	 C3 - 4.0 mA	 C2 - 2.5 mA 	 (0.77 / 0.99) 
806.	 25.6 	 C3 - 5.5 mA	 C3 - 5.0 mA 	 (0.73 / 0.77) 
807.	 25.5 	 C2 - 3.0 mA	 C3 - 2.0 mA 	 (0.99 / 0.87) 
808.	 25.4 	 C2 - 4.0 mA	 C1 - 3.5 mA 	 (0.96 / 1.00) 
809.	 25.3 	 C3 - 4.0 mA	 C3 - 5.5 mA 	 (0.77 / 0.76) 
810.	 25.3 	 C3 - 5.0 mA	 C1 - 5.5 mA 	 (0.74 / 1.00) 
811.	 25.1 	 C3 - 4.5 mA	 C2 - 2.5 mA 	 (0.75 / 0.99) 
812.	 25.1 	 C1 - 2.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
813.	 25.1 	 C3 - 4.5 mA	 C3 - 5.5 mA 	 (0.75 / 0.76) 
814.	 25.0 	 C0 - 4.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
815.	 24.8 	 C2 - 5.0 mA	 C1 - 3.0 mA 	 (0.94 / 1.00) 
816.	 24.8 	 C3 - 3.5 mA	 C2 - 3.0 mA 	 (0.79 / 0.99) 
817.	 24.7 	 C2 - 1.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
818.	 24.7 	 C0 - 4.0 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
819.	 24.7 	 C2 - 3.5 mA	 C1 - 5.0 mA 	 (0.98 / 1.00) 
820.	 24.4 	 C3 - 5.0 mA	 C3 - 5.5 mA 	 (0.74 / 0.76) 
821.	 24.4 	 C2 - 4.5 mA	 C1 - 3.0 mA 	 (0.95 / 1.00) 
822.	 24.3 	 C2 - 5.0 mA	 C0 - 2.5 mA 	 (0.94 / 1.00) 
823.	 24.2 	 C2 - 4.0 mA	 C1 - 4.0 mA 	 (0.96 / 1.00) 
824.	 24.2 	 C1 - 5.5 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
825.	 24.2 	 C3 - 5.0 mA	 C2 - 2.5 mA 	 (0.74 / 0.99) 
826.	 24.2 	 C0 - 2.0 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
827.	 24.1 	 C2 - 2.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
828.	 24.0 	 C3 - 5.5 mA	 C1 - 5.5 mA 	 (0.73 / 1.00) 
829.	 24.0 	 C2 - 2.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
830.	 23.9 	 C1 - 3.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
831.	 23.9 	 C3 - 5.5 mA	 C3 - 5.5 mA 	 (0.73 / 0.76) 
832.	 23.8 	 C2 - 5.0 mA	 C1 - 3.5 mA 	 (0.94 / 1.00) 
833.	 23.8 	 C2 - 5.0 mA	 C3 - 1.5 mA 	 (0.94 / 0.90) 
834.	 23.7 	 C0 - 3.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
835.	 23.7 	 C2 - 4.0 mA	 C0 - 2.5 mA 	 (0.96 / 1.00) 
